Condition,SOA,Repetitions,Count,Relative
0,-150,32,31,0.96875
0,-100,32,29,0.90625
0,-50,32,27,0.84375
0,0,32,16,0.5
0,50,32,10,0.3125
0,100,32,8,0.25
0,150,32,6,0.1875
