Condition,SOA,Repetitions,Count,Relative
0,-150,32,32,1.0
0,-100,32,32,1.0
0,-50,32,32,1.0
0,0,32,30,0.9375
0,50,32,31,0.96875
0,100,32,30,0.9375
0,150,32,30,0.9375
